AnimalName,Symptom,Count,TotalSymptoms,Percentage
Birds,Kicking at the belly,1,185,0.005405405405405406
Birds,Lack of flying,1,185,0.005405405405405406
Birds,Lack of walking,1,185,0.005405405405405406
Birds,Lame,1,185,0.005405405405405406
Birds,Lameness,1,185,0.005405405405405406
Birds,Legness,1,185,0.005405405405405406
Birds,Lepatomegaly,1,185,0.005405405405405406
Birds,Less eat,1,185,0.005405405405405406
Birds,Less feather growth,1,185,0.005405405405405406
Birds,Lethargy,5,185,0.02702702702702703
Birds,Liquid dropping,1,185,0.005405405405405406
Birds,Loss of appetite,7,185,0.03783783783783784
Birds,Loss of pigment,1,185,0.005405405405405406
Birds,Loss of powder down,1,185,0.005405405405405406
Birds,Misshapen beak,1,185,0.005405405405405406
Birds,Mortality,1,185,0.005405405405405406
Birds,Muscle aches,1,185,0.005405405405405406
Birds,Nasal discharge,3,185,0.016216216216216217
Birds,Neck paralysis,1,185,0.005405405405405406
Birds,Nervous issue,1,185,0.005405405405405406
Birds,Obstructed lungs,1,185,0.005405405405405406
Birds,Overweight,1,185,0.005405405405405406
Birds,Pains,5,185,0.02702702702702703
Birds,Pale comb,1,185,0.005405405405405406
Birds,Paresis,1,185,0.005405405405405406
Birds,Preening,1,185,0.005405405405405406
Birds,Puffed_up feather,1,185,0.005405405405405406
Birds,Redness,1,185,0.005405405405405406
Birds,Retarded growth,1,185,0.005405405405405406
Birds,Roughened,1,185,0.005405405405405406
Birds,Ruffled appearance,1,185,0.005405405405405406
Birds,Ruffled feathers,2,185,0.010810810810810811
Birds,Scabs on feet,1,185,0.005405405405405406
Birds,Secondary infection,1,185,0.005405405405405406
Birds,Seizures,2,185,0.010810810810810811
Birds,Shaking oh head,2,185,0.010810810810810811
Birds,Sharp feather,1,185,0.005405405405405406
Birds,Shortness of breath,1,185,0.005405405405405406
Birds,Sinuses,1,185,0.005405405405405406
Birds,Skin infection,1,185,0.005405405405405406
Birds,Skin rashes,4,185,0.021621621621621623
Birds,Sleeping excessively,1,185,0.005405405405405406
Birds,Small and yellow bumps,1,185,0.005405405405405406
Birds,Sneezing,4,185,0.021621621621621623
Birds,Snoring,1,185,0.005405405405405406
Birds,Sour throat,1,185,0.005405405405405406
Birds,Splenomegaly,1,185,0.005405405405405406
Birds,Straining,1,185,0.005405405405405406
Birds,Stress,1,185,0.005405405405405406
Birds,Stripped remiges,1,185,0.005405405405405406
Birds,Swelling,2,185,0.010810810810810811
Birds,Swollen,1,185,0.005405405405405406
Birds,Swollen abdomen,1,185,0.005405405405405406
Birds,Swollen eyelids,1,185,0.005405405405405406
Birds,Swolling of joint,1,185,0.005405405405405406
Birds,Tail wagging,1,185,0.005405405405405406
Birds,Tail_bobbing,1,185,0.005405405405405406
Birds,Thickening of skin,1,185,0.005405405405405406
Birds,Torticollis,1,185,0.005405405405405406
Birds,Trachea,1,185,0.005405405405405406
Birds,Tremor of head and neck,1,185,0.005405405405405406
Birds,Tremors of the head,1,185,0.005405405405405406
Birds,Undigested in their feces,1,185,0.005405405405405406
Birds,Vision problem,1,185,0.005405405405405406
Birds,Vomiting,5,185,0.02702702702702703
Birds,Watery eyes,1,185,0.005405405405405406
Birds,Weakness,8,185,0.043243243243243246
Birds,Weight loss,5,185,0.02702702702702703
Birds,Yellow eye,1,185,0.005405405405405406
Birds,Yellow in beak,1,185,0.005405405405405406
Black-Tailed Deer,Drooling,1,5,0.2
Black-Tailed Deer,Listlessness,1,5,0.2
Black-Tailed Deer,Stumbling,1,5,0.2
Black-Tailed Deer,Urination problem,1,5,0.2
Black-Tailed Deer,Wasting,1,5,0.2
Buffaloes,Abdominal destention,1,645,0.0015503875968992248
Buffaloes,Abdominal discomfort,1,645,0.0015503875968992248
Buffaloes,Abdominal pain,1,645,0.0015503875968992248
Buffaloes,Abnormal conformation,1,645,0.0015503875968992248
Buffaloes,Abnormalities,1,645,0.0015503875968992248
Buffaloes,Abortion,2,645,0.0031007751937984496
Buffaloes,Air sacculitis,1,645,0.0015503875968992248
Buffaloes,Anaemia,5,645,0.007751937984496124
Buffaloes,Anorexia,13,645,0.020155038759689922
Buffaloes,Apathy,2,645,0.0031007751937984496
Buffaloes,Asymptomatic,1,645,0.0015503875968992248
Buffaloes,Ataxia,2,645,0.0031007751937984496
Buffaloes,Back pain,1,645,0.0015503875968992248
Buffaloes,Balance problem,1,645,0.0015503875968992248
Buffaloes,Barren ewes,1,645,0.0015503875968992248
Buffaloes,Beak overgrowth,1,645,0.0015503875968992248
Buffaloes,Berberi,1,645,0.0015503875968992248
Buffaloes,Blindness,2,645,0.0031007751937984496
Buffaloes,Blood from mouth,1,645,0.0015503875968992248
Buffaloes,Blood poisioning,1,645,0.0015503875968992248
Buffaloes,Bloody,2,645,0.0031007751937984496
Buffaloes,Bloody drool,1,645,0.0015503875968992248
Buffaloes,Bloody in feather,1,645,0.0015503875968992248
Buffaloes,Blue eye,1,645,0.0015503875968992248
Buffaloes,Blue straws,1,645,0.0015503875968992248
Buffaloes,Bony lesion,1,645,0.0015503875968992248
Buffaloes,Broken bones,1,645,0.0015503875968992248
Buffaloes,Cessation of eructation,1,645,0.0015503875968992248
Buffaloes,Chest pain,3,645,0.004651162790697674
Buffaloes,Chills,1,645,0.0015503875968992248
Buffaloes,Chronic eye inflamation,1,645,0.0015503875968992248
Buffaloes,Circling,1,645,0.0015503875968992248
Buffaloes,Cloacal pasting,1,645,0.0015503875968992248
Buffaloes,Clubbed feather,1,645,0.0015503875968992248
Buffaloes,Colic,2,645,0.0031007751937984496
Buffaloes,Congestion,3,645,0.004651162790697674
Buffaloes,Conjuctivtis,1,645,0.0015503875968992248
Buffaloes,Convulsion,2,645,0.0031007751937984496
Buffaloes,Cornea become cloudy,1,645,0.0015503875968992248
Buffaloes,Coughing,30,645,0.046511627906976744
Buffaloes,Crusting of the skin,1,645,0.0015503875968992248
Buffaloes,Dandruff,1,645,0.0015503875968992248
Buffaloes,Darkened skin,1,645,0.0015503875968992248
Buffaloes,Deability,1,645,0.0015503875968992248
Buffaloes,Death,6,645,0.009302325581395349
Buffaloes,Death of lamb,1,645,0.0015503875968992248
Buffaloes,Decreased appetite,1,645,0.0015503875968992248
Buffaloes,Decreased growth of bone,1,645,0.0015503875968992248
Buffaloes,Decresed egg production,1,645,0.0015503875968992248
Buffaloes,Defienciency in vitamin,1,645,0.0015503875968992248
Buffaloes,Dehydration,6,645,0.009302325581395349
Buffaloes,Dejection,2,645,0.0031007751937984496
Buffaloes,Depression,17,645,0.02635658914728682
Buffaloes,Diarrhea,25,645,0.03875968992248062
Buffaloes,Diarrhea with muscus,1,645,0.0015503875968992248
Buffaloes,Difficultty in breathing,1,645,0.0015503875968992248
Buffaloes,Difficulty breathing,3,645,0.004651162790697674
Buffaloes,Difficulty in breathing,7,645,0.010852713178294573
Buffaloes,Difficulty in feeding,1,645,0.0015503875968992248
Buffaloes,Difficulty in swallowing,1,645,0.0015503875968992248
Buffaloes,Difficulty walking,1,645,0.0015503875968992248
Buffaloes,Dilation of duodenum,1,645,0.0015503875968992248
Buffaloes,Diphtherictic,1,645,0.0015503875968992248
Buffaloes,Discharge,2,645,0.0031007751937984496
Buffaloes,Discharge from eyes,1,645,0.0015503875968992248
Buffaloes,Dizziness,1,645,0.0015503875968992248
Buffaloes,Drooling,1,645,0.0015503875968992248
Buffaloes,Drooping ears,1,645,0.0015503875968992248
Buffaloes,Drooping wings,1,645,0.0015503875968992248
Buffaloes,Drop on egg production,1,645,0.0015503875968992248
Buffaloes,Dry scabs,1,645,0.0015503875968992248
Buffaloes,Dullness,3,645,0.004651162790697674
Buffaloes,Dyspnea,11,645,0.017054263565891473
Buffaloes,Ear infection,1,645,0.0015503875968992248
Buffaloes,Edema,1,645,0.0015503875968992248
Buffaloes,Edema in lower jaw,1,645,0.0015503875968992248
Buffaloes,Emaciation,3,645,0.004651162790697674
Buffaloes,Enlarged lymph nodes,1,645,0.0015503875968992248
Buffaloes,Enlarged lymph nodes or swelling,1,645,0.0015503875968992248
Buffaloes,Enlarged skulls,1,645,0.0015503875968992248
Buffaloes,Enlarged thymus,1,645,0.0015503875968992248
Buffaloes,Enteritis,1,645,0.0015503875968992248
Buffaloes,Epistaxis,2,645,0.0031007751937984496
Buffaloes,Excess salivation,1,645,0.0015503875968992248
Buffaloes,Excession salivation,1,645,0.0015503875968992248
Buffaloes,Exercise in tolerance,1,645,0.0015503875968992248
Buffaloes,Exhaustion,1,645,0.0015503875968992248
Buffaloes,Extension of neck,1,645,0.0015503875968992248
Buffaloes,Eye and skin change,1,645,0.0015503875968992248
Buffaloes,Eye closed,2,645,0.0031007751937984496
Buffaloes,Eye disharge,1,645,0.0015503875968992248
Buffaloes,Facial edema,3,645,0.004651162790697674
Buffaloes,Facial swelling,2,645,0.0031007751937984496
Buffaloes,Fatique,2,645,0.0031007751937984496
Buffaloes,Feather loss,1,645,0.0015503875968992248
Buffaloes,Feather plucking,1,645,0.0015503875968992248
Buffaloes,Fever,43,645,0.06666666666666667
Buffaloes,Flatulence,1,645,0.0015503875968992248
Buffaloes,Fluffed feather,1,645,0.0015503875968992248
Buffaloes,Forthy eye,1,645,0.0015503875968992248
Buffaloes,Gagging,1,645,0.0015503875968992248
Buffaloes,Gas,1,645,0.0015503875968992248
Buffaloes,Gastritis,1,645,0.0015503875968992248
Buffaloes,Green dropping,1,645,0.0015503875968992248
Buffaloes,Greenish diarrhea,1,645,0.0015503875968992248
Buffaloes,Greenish-yellow nasal discharge,1,645,0.0015503875968992248
Buffaloes,Grunting,1,645,0.0015503875968992248
Buffaloes,Hair loss,1,645,0.0015503875968992248
Buffaloes,Hairy fleeces,1,645,0.0015503875968992248
Buffaloes,Half-closed eye,1,645,0.0015503875968992248
Buffaloes,Halitosis,2,645,0.0031007751937984496
Buffaloes,Head ache,1,645,0.0015503875968992248
Buffaloes,Head tilt,1,645,0.0015503875968992248
Buffaloes,Headache,1,645,0.0015503875968992248
Buffaloes,Heavy breathing,2,645,0.0031007751937984496
Buffaloes,Hematuria,1,645,0.0015503875968992248
Buffaloes,Hemoglobinuria,1,645,0.0015503875968992248
Buffaloes,Hemolytic anemia,1,645,0.0015503875968992248
Buffaloes,Hemopytsis,1,645,0.0015503875968992248
Buffaloes,Hepatitis,1,645,0.0015503875968992248
Buffaloes,High moratality,1,645,0.0015503875968992248
Buffaloes,Hock joint,1,645,0.0015503875968992248
Buffaloes,Hyperaestesia,1,645,0.0015503875968992248
Buffaloes,Hyperesthesia,1,645,0.0015503875968992248
Buffaloes,Inappetence,1,645,0.0015503875968992248
Buffaloes,Incoordination,1,645,0.0015503875968992248
Buffaloes,Infection,1,645,0.0015503875968992248
Buffaloes,Inflammed eye,1,645,0.0015503875968992248
Buffaloes,Itching,1,645,0.0015503875968992248
Buffaloes,Jaundice,1,645,0.0015503875968992248
Buffaloes,Joint pain,1,645,0.0015503875968992248
Buffaloes,Kicking at the belly,1,645,0.0015503875968992248
Buffaloes,Kid moratality,2,645,0.0031007751937984496
Buffaloes,Labored breathing,2,645,0.0031007751937984496
Buffaloes,Lack of coordination,1,645,0.0015503875968992248
Buffaloes,Lack of flying,1,645,0.0015503875968992248
Buffaloes,Lack of pigmentation,1,645,0.0015503875968992248
Buffaloes,Lack of walking,1,645,0.0015503875968992248
Buffaloes,Lacrimation,1,645,0.0015503875968992248
Buffaloes,Lame,1,645,0.0015503875968992248
Buffaloes,Lameness,5,645,0.007751937984496124
Buffaloes,Lameness in affected leg,1,645,0.0015503875968992248
Buffaloes,Legness,1,645,0.0015503875968992248
Buffaloes,Lepatomegaly,1,645,0.0015503875968992248
Buffaloes,Lesion,1,645,0.0015503875968992248
Buffaloes,Lesions in the nasal cavity,1,645,0.0015503875968992248
Buffaloes,Lesions on nose,2,645,0.0031007751937984496
Buffaloes,Less eat,1,645,0.0015503875968992248
Buffaloes,Less feather growth,1,645,0.0015503875968992248
Buffaloes,Lession on the skin,1,645,0.0015503875968992248
Buffaloes,Lethargy,18,645,0.027906976744186046
Buffaloes,Limping,1,645,0.0015503875968992248
Buffaloes,Liquid dropping,1,645,0.0015503875968992248
Buffaloes,Listlessness,1,645,0.0015503875968992248
Buffaloes,Loss of  appetite,3,645,0.004651162790697674
Buffaloes,Loss of appetite,11,645,0.017054263565891473
Buffaloes,Loss of appettite,1,645,0.0015503875968992248
Buffaloes,Loss of pigment,1,645,0.0015503875968992248
Buffaloes,Loss of powder down,1,645,0.0015503875968992248
Buffaloes,Lossened teeth,1,645,0.0015503875968992248
Buffaloes,Lying down,3,645,0.004651162790697674
Buffaloes,Misshapen beak,1,645,0.0015503875968992248
Buffaloes,Morbidity,1,645,0.0015503875968992248
Buffaloes,Mortality,3,645,0.004651162790697674
Buffaloes,Muscle aches,3,645,0.004651162790697674
Buffaloes,Muscle twiching,1,645,0.0015503875968992248
Buffaloes,Muscles ache,1,645,0.0015503875968992248
Buffaloes,Nasal discharge,17,645,0.02635658914728682
Buffaloes,Nausea,1,645,0.0015503875968992248
Buffaloes,Neck paralysis,2,645,0.0031007751937984496
Buffaloes,Nervous,1,645,0.0015503875968992248
Buffaloes,Nervous issue,1,645,0.0015503875968992248
Buffaloes,Neurologic abnormalities,1,645,0.0015503875968992248
Buffaloes,Neurologic sign,1,645,0.0015503875968992248
Buffaloes,Noisy breathing,1,645,0.0015503875968992248
Buffaloes,Nose bleeds,1,645,0.0015503875968992248
Buffaloes,Obstructed lungs,1,645,0.0015503875968992248
Buffaloes,Overweight,1,645,0.0015503875968992248
Buffaloes,Pain,5,645,0.007751937984496124
Buffaloes,Pain on face,1,645,0.0015503875968992248
Buffaloes,Painful,2,645,0.0031007751937984496
Buffaloes,Pains,7,645,0.010852713178294573
Buffaloes,Pale comb,1,645,0.0015503875968992248
Buffaloes,Paralyzed leg,1,645,0.0015503875968992248
Buffaloes,Paresis,1,645,0.0015503875968992248
Buffaloes,Pharyngitis,1,645,0.0015503875968992248
Buffaloes,Pneumonia,1,645,0.0015503875968992248
Buffaloes,Poor appetite,3,645,0.004651162790697674
Buffaloes,Poor conformation,1,645,0.0015503875968992248
Buffaloes,Preening,1,645,0.0015503875968992248
Buffaloes,Puffed_up feather,1,645,0.0015503875968992248
Buffaloes,Purplish combs,1,645,0.0015503875968992248
Buffaloes,Rapid heart rate,1,645,0.0015503875968992248
Buffaloes,Rapid pulse and heart rates,1,645,0.0015503875968992248
Buffaloes,Redness,1,645,0.0015503875968992248
Buffaloes,Redness of white of the eye,1,645,0.0015503875968992248
Buffaloes,Reduce energy,1,645,0.0015503875968992248
Buffaloes,Reduce growth,3,645,0.004651162790697674
Buffaloes,Reduce lamp marking,1,645,0.0015503875968992248
Buffaloes,Respiratory distress,1,645,0.0015503875968992248
Buffaloes,Restlessness,1,645,0.0015503875968992248
Buffaloes,Retarded growth,1,645,0.0015503875968992248
Buffaloes,Retching,1,645,0.0015503875968992248
Buffaloes,Rhinorrhea,3,645,0.004651162790697674
Buffaloes,Roughened,1,645,0.0015503875968992248
Buffaloes,Ruffled appearance,1,645,0.0015503875968992248
Buffaloes,Ruffled feathers,3,645,0.004651162790697674
Buffaloes,Ruminal stasis,1,645,0.0015503875968992248
Buffaloes,Runny nose,1,645,0.0015503875968992248
Buffaloes,Scabs on feet,1,645,0.0015503875968992248
Buffaloes,Secondary infection,1,645,0.0015503875968992248
Buffaloes,Seizures,4,645,0.006201550387596899
Buffaloes,Semen examination,1,645,0.0015503875968992248
Buffaloes,Severe headache,1,645,0.0015503875968992248
Buffaloes,Severe swellimg,1,645,0.0015503875968992248
Buffaloes,Severe weekness and depression,1,645,0.0015503875968992248
Buffaloes,Shaking oh head,2,645,0.0031007751937984496
Buffaloes,Shallow breathing,1,645,0.0015503875968992248
Buffaloes,Sharp feather,1,645,0.0015503875968992248
Buffaloes,Short term lethargy,1,645,0.0015503875968992248
Buffaloes,Shortness of breath,1,645,0.0015503875968992248
Buffaloes,Signs in ewe,1,645,0.0015503875968992248
Buffaloes,Signs in rams,1,645,0.0015503875968992248
Buffaloes,Sinuses,1,645,0.0015503875968992248
Buffaloes,Skin infection,1,645,0.0015503875968992248
Buffaloes,Skin rashes,6,645,0.009302325581395349
Buffaloes,Skinallergy,1,645,0.0015503875968992248
Buffaloes,Sleeping excessively,1,645,0.0015503875968992248
Buffaloes,Slow growth,1,645,0.0015503875968992248
Buffaloes,Small and yellow bumps,1,645,0.0015503875968992248
Buffaloes,Sneezing,15,645,0.023255813953488372
Buffaloes,Snoring,1,645,0.0015503875968992248
Buffaloes,Sour throat,1,645,0.0015503875968992248
Buffaloes,Spines,1,645,0.0015503875968992248
Buffaloes,Splenomegaly,1,645,0.0015503875968992248
Buffaloes,Spread of infection,1,645,0.0015503875968992248
Buffaloes,Staggering,1,645,0.0015503875968992248
Buffaloes,Stiffness,1,645,0.0015503875968992248
Buffaloes,Straining,1,645,0.0015503875968992248
Buffaloes,Stress,1,645,0.0015503875968992248
Buffaloes,Stripped remiges,1,645,0.0015503875968992248
Buffaloes,Strong cough,1,645,0.0015503875968992248
Buffaloes,Succumb,1,645,0.0015503875968992248
Buffaloes,Sudden abortion,1,645,0.0015503875968992248
Buffaloes,Sudden death,2,645,0.0031007751937984496
Buffaloes,Sweats,1,645,0.0015503875968992248
Buffaloes,Swelling,3,645,0.004651162790697674
Buffaloes,Swelling of eyelid,1,645,0.0015503875968992248
Buffaloes,Swelling of face or leg,1,645,0.0015503875968992248
Buffaloes,Swelling of joints,1,645,0.0015503875968992248
Buffaloes,Swelling on leg,1,645,0.0015503875968992248
Buffaloes,Swollen,1,645,0.0015503875968992248
Buffaloes,Swollen abdomen,1,645,0.0015503875968992248
Buffaloes,Swollen belly,1,645,0.0015503875968992248
Buffaloes,Swollen eyelids,1,645,0.0015503875968992248
Buffaloes,Swollen kidney,1,645,0.0015503875968992248
Buffaloes,Swollen left abdomen,1,645,0.0015503875968992248
Buffaloes,Swollen lymph nodes,1,645,0.0015503875968992248
Buffaloes,Swolling of joint,1,645,0.0015503875968992248
Buffaloes,Tail wagging,1,645,0.0015503875968992248
Buffaloes,Tail_bobbing,1,645,0.0015503875968992248
Buffaloes,Tarry stool,1,645,0.0015503875968992248
Buffaloes,Tear production,1,645,0.0015503875968992248
Buffaloes,Teeth griding,1,645,0.0015503875968992248
Buffaloes,Tensemus,1,645,0.0015503875968992248
Buffaloes,Thickening of skin,1,645,0.0015503875968992248
Buffaloes,Thrist and urination,1,645,0.0015503875968992248
Buffaloes,Tiredness,2,645,0.0031007751937984496
Buffaloes,Torticollis,1,645,0.0015503875968992248
Buffaloes,Trachea,1,645,0.0015503875968992248
Buffaloes,Tremor of head and neck,1,645,0.0015503875968992248
Buffaloes,Tremors of the head,1,645,0.0015503875968992248
Buffaloes,Ulcerated ear,1,645,0.0015503875968992248
Buffaloes,Ulcerated muscle,1,645,0.0015503875968992248
Buffaloes,Ulcerated skin,1,645,0.0015503875968992248
Buffaloes,Ulcers,1,645,0.0015503875968992248
Buffaloes,Unable to eat,1,645,0.0015503875968992248
Buffaloes,Unable to exercise,1,645,0.0015503875968992248
Buffaloes,Underdeveloped muscles,1,645,0.0015503875968992248
Buffaloes,Undigested in their feces,1,645,0.0015503875968992248
Buffaloes,Unilateral nasal discharge,1,645,0.0015503875968992248
Buffaloes,Unusally thin,1,645,0.0015503875968992248
Buffaloes,Urination,2,645,0.0031007751937984496
Buffaloes,Urine retention,1,645,0.0015503875968992248
Buffaloes,Vaginal discharge,1,645,0.0015503875968992248
Buffaloes,Vision problem,1,645,0.0015503875968992248
Buffaloes,Vomiting,11,645,0.017054263565891473
Buffaloes,Wasting,3,645,0.004651162790697674
Buffaloes,Watering of eyes,1,645,0.0015503875968992248
Buffaloes,Watery eyes,1,645,0.0015503875968992248
Buffaloes,Watery faeces,1,645,0.0015503875968992248
Buffaloes,Watery stool,1,645,0.0015503875968992248
Buffaloes,Wattles,1,645,0.0015503875968992248
Buffaloes,Weak pulse,1,645,0.0015503875968992248
Buffaloes,Weakness,20,645,0.031007751937984496
Buffaloes,Week pulse,1,645,0.0015503875968992248
Buffaloes,Weekness in the back legs,1,645,0.0015503875968992248
Buffaloes,Weight loss,26,645,0.040310077519379844
Buffaloes,Weightloss,1,645,0.0015503875968992248
Buffaloes,Wound,1,645,0.0015503875968992248
Buffaloes,Yellow eye,1,645,0.0015503875968992248
Buffaloes,Yellow in beak,1,645,0.0015503875968992248
Buffaloes,Yellow or green dropping,1,645,0.0015503875968992248
Cat,Anaemia,1,180,0.005555555555555556
Cat,Anorexia,4,180,0.022222222222222223
Cat,Appetite varies,1,180,0.005555555555555556
Cat,Arthritis,1,180,0.005555555555555556
Cat,Attack,1,180,0.005555555555555556
Cat,Bad smell,1,180,0.005555555555555556
Cat,Black on ear,1,180,0.005555555555555556
Cat,Black stool,1,180,0.005555555555555556
Cat,Blood in faces,1,180,0.005555555555555556
Cat,Blood in stool,1,180,0.005555555555555556
Cat,Blood stool,1,180,0.005555555555555556
Cat,Bloody urine,1,180,0.005555555555555556
Cat,"Bumps(black,grey or red)",1,180,0.005555555555555556
Cat,Change in gait,1,180,0.005555555555555556
Cat,Chewing,1,180,0.005555555555555556
Cat,Clouded cornea,1,180,0.005555555555555556
Cat,Congestion,1,180,0.005555555555555556
Cat,Convulsion,1,180,0.005555555555555556
Cat,Coughing,4,180,0.022222222222222223
Cat,Cramps,1,180,0.005555555555555556
Cat,Dandruff in cat coat,1,180,0.005555555555555556
Cat,Dark or black face,1,180,0.005555555555555556
Cat,Decrease appetite,1,180,0.005555555555555556
Cat,Dehydration,1,180,0.005555555555555556
Cat,Depression,1,180,0.005555555555555556
Cat,Diarrhea,7,180,0.03888888888888889
Cat,Diffculty breathing,1,180,0.005555555555555556
Cat,Difficulty in breathing,2,180,0.011111111111111112
Cat,Diffulty chewing,1,180,0.005555555555555556
Cat,Discharge from eye,1,180,0.005555555555555556
Cat,Disharge from affected eye,1,180,0.005555555555555556
Cat,Distended stomach,1,180,0.005555555555555556
Cat,Effort to breath,1,180,0.005555555555555556
Cat,Erythema,1,180,0.005555555555555556
Cat,Excessive grooming,1,180,0.005555555555555556
Cat,Exessive urination,1,180,0.005555555555555556
Cat,Eye disharge,1,180,0.005555555555555556
Cat,Eye movements,1,180,0.005555555555555556
Cat,Eye ulcer,1,180,0.005555555555555556
Cat,Eyeproblem,1,180,0.005555555555555556
Cat,Fatty stool,1,180,0.005555555555555556
Cat,Fell unwell,1,180,0.005555555555555556
Cat,Fever,7,180,0.03888888888888889
Cat,Firm,1,180,0.005555555555555556
Cat,Floopy muscle,1,180,0.005555555555555556
Cat,Gas,1,180,0.005555555555555556
Cat,Hair loss,3,180,0.016666666666666666
Cat,Hydrophobia,1,180,0.005555555555555556
Cat,Inability to jump,1,180,0.005555555555555556
Cat,Inflamed nostrils,1,180,0.005555555555555556
Cat,Inflammation,1,180,0.005555555555555556
Cat,Intellectual disability,1,180,0.005555555555555556
Cat,Jaundice,2,180,0.011111111111111112
Cat,Jaw is dropped,1,180,0.005555555555555556
Cat,Lameness,2,180,0.011111111111111112
Cat,Lesions,1,180,0.005555555555555556
Cat,Lession on cat skin,1,180,0.005555555555555556
Cat,Lethargy,6,180,0.03333333333333333
Cat,Limp,1,180,0.005555555555555556
Cat,Liver disease,1,180,0.005555555555555556
Cat,Loss of  appetite,5,180,0.027777777777777776
Cat,Loss of appetite,2,180,0.011111111111111112
Cat,Loss of consciousness,1,180,0.005555555555555556
Cat,Loss of eat,2,180,0.011111111111111112
Cat,Lound breathing,1,180,0.005555555555555556
Cat,Lumps,1,180,0.005555555555555556
Cat,Mild sneezing,1,180,0.005555555555555556
Cat,Nasal,1,180,0.005555555555555556
Cat,Nasal bleeding,1,180,0.005555555555555556
Cat,Nasal discharge,1,180,0.005555555555555556
Cat,Nausea,1,180,0.005555555555555556
Cat,Neurologic abnormalities,1,180,0.005555555555555556
Cat,Nosebleeds,1,180,0.005555555555555556
Cat,Nuerological,1,180,0.005555555555555556
Cat,Ocular discharge,1,180,0.005555555555555556
Cat,Pain,5,180,0.027777777777777776
Cat,Pale gums,1,180,0.005555555555555556
Cat,Periodic vommiting,1,180,0.005555555555555556
Cat,Pink eye,1,180,0.005555555555555556
Cat,Pnemonia,1,180,0.005555555555555556
Cat,Polydipsa,1,180,0.005555555555555556
Cat,Polyuria,1,180,0.005555555555555556
Cat,Raised growth or bump,1,180,0.005555555555555556
Cat,Rapid breathing,1,180,0.005555555555555556
Cat,Red and inflammation ear,1,180,0.005555555555555556
Cat,Red patches,1,180,0.005555555555555556
Cat,Rubbing eye,1,180,0.005555555555555556
Cat,Salivating,1,180,0.005555555555555556
Cat,Salivation,1,180,0.005555555555555556
Cat,Scabs,2,180,0.011111111111111112
Cat,Scaly patches of skin,1,180,0.005555555555555556
Cat,Scartch,2,180,0.011111111111111112
Cat,Scartching,1,180,0.005555555555555556
Cat,Scartching ear,1,180,0.005555555555555556
Cat,Seizures,2,180,0.011111111111111112
Cat,Sensitivity to bright light,1,180,0.005555555555555556
Cat,Shaking head,1,180,0.005555555555555556
Cat,Shyness or aggression,1,180,0.005555555555555556
Cat,Sickness,1,180,0.005555555555555556
Cat,Skin irritation,1,180,0.005555555555555556
Cat,Skin issue,2,180,0.011111111111111112
Cat,Sneezing,1,180,0.005555555555555556
Cat,Sore,1,180,0.005555555555555556
